ncbi_taxon_id	scientific_name	n_plantcyc_org_ids	plantcyc_org_ids	in_proteins_dat	n_proteins	in_compounds_dat	n_compounds	n_genes	n_pathways_source	in_gpml	gpml_as_geneproduct	gpml_as_protein	gpml_as_metabolite	gpml_as_complex	n_gpml_geneproduct_nodes	n_gpml_protein_nodes	n_gpml_metabolite_nodes	n_gpml_complex_groups	n_gpml_pathway_files	gpml_name_form	cplx_protein_ids	cplx_component_ids
3544	Mesembryanthemum crystallinum	1	TAX-3544	yes	3	no	0	2	19	yes	yes	yes	no	no	1	20	0	0	20	resolved_name	CPLX-8859	MONOMER-18674
696524	Microtea debilis	1	TAX-696524	no	0	yes	1	0	0	yes	no	no	yes	no	0	0	2	0	2	resolved_name		
76306	Mimosa pudica	1	TAX-76306	yes	1	no	0	1	0	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
3538	Mirabilis jalapa	1	TAX-3538	yes	1	no	0	1	1	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
3673	Momordica charantia	1	TAX-3673	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
4641	Musa acuminata	1	TAX-4641	yes	11	no	0	0	13	yes	no	yes	no	no	0	26	0	0	15	resolved_name	CPLX-7219; CPLX-7220; CPLX-7221; CPLX-7270	MONOMER-12700; MONOMER-12701; MONOMER-12702; MONOMER-12844; MONOMER-12845
1540222	Narcissus aff. pseudonarcissus MK-2014	1	TAX-1540222	yes	4	no	0	3	1	yes	yes	yes	no	no	2	2	0	0	1	resolved_name	CPLX-9160	MONOMER-20065
39639	Narcissus pseudonarcissus	1	TAX-39639	yes	2	no	0	2	5	yes	yes	yes	no	no	9	9	0	0	7	resolved_name		
4376	Nepenthes alata	1	TAX-4376	yes	4	no	0	4	2	yes	yes	yes	no	no	5	5	0	0	3	resolved_name		
150990	Nepenthes rafflesiana	1	TAX-150990	yes	1	no	0	1	2	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
59042	Nerine bowdenii	1	TAX-59042	yes	2	no	0	0	1	yes	no	yes	no	no	0	2	0	0	1	resolved_name		
49451	Nicotiana attenuata	1	TAX-49451	yes	8	no	0	8	6	yes	yes	yes	no	no	14	14	0	0	7	resolved_name		
4100	Nicotiana benthamiana	1	TAX-4100	yes	6	no	0	6	3	yes	yes	yes	no	no	12	12	0	0	6	resolved_name		
35889	Nicotiana glutinosa	1	TAX-35889	yes	1	no	0	0	1	yes	no	yes	no	no	0	2	0	0	2	resolved_name		
4092	Nicotiana plumbaginifolia	1	TAX-4092	yes	1	no	0	1	2	yes	yes	yes	no	no	3	3	0	0	3	resolved_name		
4093	Nicotiana rustica	1	TAX-4093	yes	1	no	0	1	4	yes	yes	yes	no	no	5	5	0	0	5	resolved_name		
4096	Nicotiana sylvestris	1	TAX-4096	yes	5	no	0	3	4	yes	yes	yes	no	no	6	12	0	0	6	resolved_name		
4097	Nicotiana tabacum	1	TAX-4097	yes	48	no	0	28	57	yes	yes	yes	no	no	74	109	0	0	67	resolved_name	CPLX-6983; CPLX-7160; CPLX-7311; CPLX18C3-1	MONOMER-11777; MONOMER-11778; MONOMER-11779; MONOMER-12442; MONOMER-12992; MONOMER18C3-53
204141	Ocimum americanum	1	TAX-204141	no	0	yes	1	0	0	yes	no	no	yes	no	0	0	1	0	1	resolved_name		
39350	Ocimum basilicum	1	TAX-39350	yes	24	yes	5	18	19	yes	yes	yes	yes	no	35	39	7	0	26	resolved_name	CPLX-6223; CPLX-6225; CPLX-6226; CPLX-8521	MONOMER-10583; MONOMER-10585; MONOMER-10586; MONOMER-13787
367363	Ophiorrhiza japonica	1	TAX-367363	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
157934	Ophiorrhiza pumila	1	TAX-157934	yes	2	yes	2	2	5	yes	yes	yes	yes	no	6	6	2	0	6	resolved_name		
4527	Oryza	1	TAX-4527	yes	10	no	0	10	8	yes	yes	yes	no	no	19	19	0	0	10	resolved_name		
39947	Oryza sativa	2	ORG-6035; TAX-39947	yes	36	yes	1	36	52	yes	yes	yes	no	no	205	217	0	0	123	resolved_name		
39946	Oryza sativa	1	TAX-39946	yes	1	no	0	1	2	yes	yes	yes	no	no	205	217	0	0	123	resolved_name		
4530	Oryza sativa	1	TAX-4530	yes	52	no	0	43	52	yes	yes	yes	no	no	205	217	0	0	123	resolved_name	CPLX-1542; CPLX-1563; CPLX-1564; CPLX-1602; CPLX-7209	MONOMER-12674; MONOMER-1741; MONOMER-1761; MONOMER-1762; MONOMER-1801
3560	Oxybasis rubra	1	TAX-3560	yes	1	no	0	0	1	yes	no	yes	no	no	0	2	0	0	2	resolved_name		
4054	Panax ginseng	1	TAX-4054	yes	5	no	0	4	12	yes	yes	yes	no	no	19	20	0	0	15	resolved_name		
44586	Panax notoginseng	1	TAX-44586	yes	2	no	0	1	2	yes	yes	yes	no	no	4	5	0	0	5	resolved_name		
4540	Panicum miliaceum	1	TAX-4540	yes	5	no	0	3	11	yes	yes	yes	no	no	12	20	0	0	13	resolved_name		
38727	Panicum virgatum	1	TAX-38727	yes	9	no	0	9	17	yes	yes	yes	no	no	33	22	0	0	24	resolved_name		
3469	Papaver somniferum	1	TAX-3469	yes	30	no	0	23	18	yes	yes	yes	no	no	54	60	0	0	18	resolved_name	CPLX-5004; CPLX-7305; CPLX-7310	MONOMER-12944; MONOMER-12991; MONOMER-8426
74647	Paul's Scarlet Climber Rose	1	ORG-6200	yes	3	no	0	0	1	yes	no	yes	no	no	0	3	0	0	1	resolved_name		
98709	Pericallis cruenta	1	TAX-98709	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
121094	Perilla citriodora	1	TAX-121094	yes	2	no	0	2	2	yes	yes	yes	no	no	4	4	0	0	2	resolved_name		
48386	Perilla frutescens	1	TAX-48386	yes	5	no	0	5	15	yes	yes	yes	no	no	24	24	0	0	19	resolved_name		
46142	Petiveria alliacea	1	TAX-46142	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
4043	Petroselinum crispum	1	TAX-4043	yes	9	no	0	2	27	yes	yes	yes	no	no	24	31	0	0	29	resolved_name	CPLX-7038	MONOMER-11940
33119	Petunia axillaris	1	TAX-33119	yes	13	no	0	13	2	yes	yes	yes	no	no	42	42	0	0	9	resolved_name		
4102	Petunia x hybrida	1	TAX-4102	yes	24	no	0	20	53	yes	yes	yes	no	no	77	82	0	0	59	resolved_name	CPLX4FS-1	MONOMER4FS-23
3886	Phaseolus coccineus	1	TAX-3886	yes	2	no	0	2	3	yes	yes	yes	no	no	4	4	0	0	4	resolved_name		
3884	Phaseolus lunatus	1	TAX-3884	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
3885	Phaseolus vulgaris	1	TAX-3885	yes	13	no	0	0	15	yes	no	yes	no	no	0	19	0	0	16	resolved_name	CPLX-1128; CPLX-7523	MONOMER-1287; MONOMER-13520
218620	Phlebodium aureum	1	TAX-218620	yes	2	no	0	0	2	yes	no	yes	no	no	0	2	0	0	2	resolved_name	CPLX-8545	MONOMER-17613
15957	Phleum pratense	1	TAX-15957	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
63442	Physaria fendleri	1	TAX-63442	yes	1	no	0	1	2	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
439687	Physaria lindheimeri	1	TAX-439687	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
3218	Physcomitrium patens	1	TAX-3218	yes	6	no	0	6	10	yes	yes	yes	no	no	18	18	0	0	15	resolved_name		
3329	Picea abies	1	TAX-3329	yes	12	no	0	10	22	yes	yes	yes	no	no	66	68	0	0	33	resolved_name		
3330	Picea glauca	1	TAX-3330	yes	1	no	0	0	2	yes	no	yes	no	no	0	2	0	0	2	resolved_name		
3332	Picea sitchensis	1	TAX-3332	yes	1	no	0	1	1	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
40958	Pimpinella	1	TAX-40958	yes	2	no	0	0	2	yes	no	yes	no	no	0	3	0	0	3	resolved_name		
271192	Pimpinella anisum	1	TAX-271192	yes	2	no	0	2	2	yes	yes	yes	no	no	4	4	0	0	2	resolved_name		
3353	Pinus banksiana	1	TAX-3353	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
3339	Pinus contorta	1	TAX-3339	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
77912	Pinus densiflora	1	TAX-77912	yes	8	no	0	4	1	yes	no	yes	no	no	0	2	0	0	1	resolved_name	CPLX-6967; CPLX-6968; CPLX-6969; CPLX-7003	MONOMER-11734; MONOMER-11735; MONOMER-11736; MONOMER-11831
88730	Pinus massoniana	1	TAX-88730	yes	1	no	0	1	15	yes	yes	yes	no	no	16	16	0	0	16	resolved_name		
3347	Pinus radiata	1	TAX-3347	yes	1	no	0	1	3	yes	yes	yes	no	no	3	3	0	0	3	resolved_name		
268869	Pinus sabiniana	1	TAX-268869	yes	2	no	0	1	1	yes	yes	yes	no	no	1	2	0	0	1	resolved_name		
3348	Pinus strobus	1	TAX-3348	yes	5	no	0	2	3	yes	no	yes	no	no	0	2	0	0	2	resolved_name	CPLX-6965; CPLX-6966	MONOMER-11732; MONOMER-11733
3349	Pinus sylvestris	1	TAX-3349	yes	15	no	0	5	10	yes	yes	yes	no	no	8	18	0	0	12	resolved_name	CPLX-6962; CPLX-6963; CPLX-6964; CPLX-6972; CPLX-7004	MONOMER-11729; MONOMER-11730; MONOMER-11731; MONOMER-11739; MONOMER-11832
3352	Pinus taeda	1	TAX-3352	yes	3	no	0	3	8	yes	yes	yes	no	no	14	14	0	0	9	resolved_name		
13216	Piper nigrum	1	TAX-13216	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
3888	Pisum sativum	1	TAX-3888	yes	65	no	0	24	84	yes	yes	yes	no	no	65	171	0	0	100	resolved_name	CPLX-4101; CPLX-5361; CPLX-5541; CPLX-5562; CPLX-5581; CPLX-5621; CPLX-6301	MONOMER-10722; MONOMER-5641; MONOMER-5642; MONOMER-8862; MONOMER-9122; MONOMER-9166; MONOMER-9223; MONOMER-9367
122308	Plumbago indica	1	TAX-122308	yes	1	no	0	1	1	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
35933	Podophyllum peltatum	1	TAX-35933	yes	4	no	0	2	5	yes	yes	yes	no	no	2	5	0	0	5	resolved_name	CPLX-7304	MONOMER-12937
28511	Pogostemon cablin	1	TAX-28511	yes	5	no	0	5	5	yes	yes	yes	no	no	7	7	0	0	5	resolved_name		
3696	Populus deltoides	1	TAX-3696	yes	2	no	0	2	4	yes	yes	yes	no	no	4	4	0	0	4	resolved_name		
3693	Populus tremuloides	1	TAX-3693	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
3694	Populus trichocarpa	1	TAX-3694	yes	10	yes	1	9	18	yes	yes	yes	no	no	23	28	0	0	21	resolved_name		
3583	Portulaca grandiflora	1	TAX-3583	yes	3	no	0	1	2	yes	yes	yes	no	no	2	7	0	0	5	resolved_name		
39358	Prunella vulgaris	1	TAX-39358	yes	1	no	0	1	3	yes	yes	yes	no	no	5	5	0	0	5	resolved_name		
3755	Prunus dulcis	1	TAX-3755	yes	4	no	0	4	1	yes	yes	yes	no	no	4	4	0	0	1	resolved_name		
102107	Prunus mume	1	TAX-102107	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
23207	Prunus serotina	1	TAX-23207	yes	3	no	0	3	2	yes	yes	yes	no	no	4	4	0	0	2	resolved_name		
3357	Pseudotsuga menziesii	1	TAX-3357	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
13821	Pteris vittata	1	TAX-13821	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
3893	Pueraria montana	1	TAX-3893	yes	2	no	0	1	5	yes	yes	yes	no	no	1	7	0	0	7	resolved_name		
22663	Punica granatum	1	TAX-22663	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
38942	Quercus robur	1	TAX-38942	yes	5	no	0	1	2	yes	yes	yes	no	no	3	12	0	0	3	resolved_name		
3512	Quercus rubra	1	TAX-3512	yes	1	no	0	0	2	yes	no	yes	no	no	0	3	0	0	3	resolved_name		
3726	Raphanus sativus	1	TAX-3726	yes	11	no	0	2	4	yes	yes	yes	no	no	1	8	0	0	3	resolved_name	CPLX-7121; CPLX-7652	MONOMER-12263; MONOMER-12264; MONOMER-14131
4060	Rauvolfia serpentina	1	TAX-4060	yes	11	no	0	4	2	yes	yes	yes	no	no	4	9	0	0	2	resolved_name	CPLX-7148	MONOMER-12391
137221	Rheum palmatum	1	TAX-137221	yes	4	no	0	2	2	yes	no	yes	no	no	0	2	0	0	2	resolved_name	CPLX-6601; CPLX-7227	MONOMER-11264; MONOMER-12713
205071	Rheum tataricum	1	TAX-205071	yes	2	no	0	1	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name	CPLX-234	MONOMER-233
98588	Rhizophora stylosa	1	TAX-98588	yes	3	no	0	3	10	yes	yes	yes	no	no	23	23	0	0	12	resolved_name		
203015	Rhodiola rosea	1	TAX-203015	yes	1	no	0	1	4	yes	yes	yes	no	no	4	4	0	0	4	resolved_name		
265354	Rhodiola sachalinensis	1	TAX-265354	yes	3	no	0	3	4	yes	yes	yes	no	no	6	6	0	0	4	resolved_name		
255348	Rhus typhina	1	TAX-255348	yes	8	no	0	0	2	yes	no	yes	no	no	0	14	0	0	3	resolved_name	CPLX-7313	MONOMER-13004
3988	Ricinus communis	1	TAX-3988	yes	24	no	0	3	23	yes	yes	yes	no	no	10	73	0	0	28	resolved_name	CPLX-4982; CPLX-5521; CPLX-7199; CPLX-7267	MONOMER-12624; MONOMER-12835; MONOMER-8404; MONOMER-9102
35938	Robinia pseudoacacia	1	TAX-35938	yes	2	no	0	1	4	yes	yes	yes	no	no	8	9	0	0	9	resolved_name		
3764	Rosa	1	TAX-3764	yes	4	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name	CPLX-8507	MONOMER-17501; MONOMER-17502
74649	Rosa chinensis	1	TAX-74649	yes	4	no	0	4	2	yes	yes	yes	no	no	4	4	0	0	2	resolved_name		
128735	Rosa hybrid cultivar	1	TAX-128735	yes	14	no	0	12	23	yes	yes	yes	no	no	34	35	0	0	25	resolved_name	CPLX-8510; CPLX-8511	MONOMER-13680; MONOMER-13681
3765	Rosa x damascena	1	TAX-3765	yes	1	no	0	1	1	yes	yes	yes	no	no	3	3	0	0	3	resolved_name		
29802	Rubia tinctorum	1	TAX-29802	yes	1	no	0	0	3	yes	no	yes	no	no	0	4	0	0	4	resolved_name		
32247	Rubus idaeus	1	TAX-32247	yes	5	no	0	2	7	yes	yes	yes	no	no	12	13	0	0	7	resolved_name	CPLX-7226	MONOMER-12712
52299	Rudbeckia hirta	1	TAX-52299	yes	5	no	0	0	5	yes	no	yes	no	no	0	11	0	0	7	resolved_name		
37565	Ruta graveolens	1	TAX-37565	yes	6	no	0	6	6	yes	yes	yes	no	no	12	12	0	0	7	resolved_name		
405948	Saccharopolyspora erythraea	1	TAX-405948	no	0	yes	1	0	0	yes	no	no	yes	no	0	0	1	0	1	resolved_name		
4547	Saccharum officinarum	1	TAX-4547	yes	4	no	0	0	2	yes	no	yes	no	no	0	3	0	0	2	resolved_name	CPLX-9319	MONOMER-20571
268906	Salvia fruticosa	1	TAX-268906	yes	3	no	0	3	7	yes	yes	yes	no	no	10	10	0	0	8	resolved_name		
38868	Salvia officinalis	1	TAX-38868	yes	4	no	0	1	2	yes	no	yes	no	no	0	4	0	0	2	resolved_name	CPLX-8430	MONOMER-13764
180675	Salvia splendens	1	TAX-180675	yes	2	no	0	2	3	yes	yes	yes	no	no	6	6	0	0	4	resolved_name		
202612	Salvia stenophylla	1	TAX-202612	yes	1	no	0	1	2	yes	yes	yes	no	no	3	3	0	0	3	resolved_name		
3472	Sanguinaria canadensis	1	TAX-3472	yes	1	no	0	0	2	yes	no	yes	no	no	0	2	0	0	2	resolved_name		
35974	Santalum album	1	TAX-35974	yes	1	no	0	1	4	yes	yes	yes	no	no	4	4	0	0	4	resolved_name		
293154	Santalum austrocaledonicum	1	TAX-293154	yes	1	no	0	1	4	yes	yes	yes	no	no	4	4	0	0	4	resolved_name		
453088	Santalum spicatum	1	TAX-453088	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
4463	Sauromatum venosum	1	TAX-4463	yes	1	no	0	1	1	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
137893	Saussurea medusa	1	TAX-137893	yes	1	no	0	1	2	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
182070	Saxifraga stolonifera	1	TAX-182070	yes	1	no	0	0	0	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
135200	Schizonepeta tenuifolia	1	TAX-135200	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
65409	Scutellaria baicalensis	1	TAX-65409	yes	8	no	0	6	3	yes	yes	yes	no	no	5	8	0	0	3	resolved_name	CPLX-8164; CPLX-8165	MONOMER-15933; MONOMER-15936
512023	Scutellaria viscidula	1	TAX-512023	yes	1	no	0	0	2	yes	no	yes	no	no	0	2	0	0	2	resolved_name		
4550	Secale cereale	1	TAX-4550	yes	13	yes	1	1	9	yes	yes	yes	yes	no	1	24	1	0	11	resolved_name	CPLX-8823	MONOMER-18472
59777	Selaginella lepidophylla	1	TAX-59777	yes	2	no	0	1	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name	CPLX4FS-4	MONOMER4FS-27
88036	Selaginella moellendorffii	1	TAX-88036	yes	3	no	0	3	9	yes	yes	yes	no	no	20	20	0	0	12	resolved_name		
18794	Senecio	1	TAX-18794	yes	1	no	0	0	3	yes	no	yes	no	no	0	3	0	0	3	resolved_name		
93496	Senecio vernalis	1	TAX-93496	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
76276	Senecio vulgaris	1	TAX-76276	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
459859	Senegalia nigrescens	1	TAX-459859	no	0	yes	1	0	0	yes	no	no	yes	no	0	0	1	0	1	resolved_name		
300844	Sesamum alatum	1	TAX-300844	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
4182	Sesamum indicum	1	TAX-4182	yes	3	no	0	3	2	yes	yes	yes	no	no	3	3	0	0	2	resolved_name		
300843	Sesamum radiatum	1	TAX-300843	yes	2	no	0	2	2	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
3895	Sesbania rostrata	1	TAX-3895	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
4555	Setaria italica	1	TAX-4555	yes	18	no	0	17	15	yes	yes	yes	no	no	68	69	0	0	19	resolved_name		
39879	Silene dioica	1	TAX-39879	yes	2	no	0	0	2	yes	no	yes	no	no	0	6	0	0	4	resolved_name		
37657	Silene latifolia	1	TAX-37657	yes	3	no	0	0	2	yes	no	yes	no	no	0	5	0	0	2	resolved_name		
52853	Silene latifolia	1	TAX-52853	yes	2	no	0	0	1	yes	no	yes	no	no	0	5	0	0	2	resolved_name		
3999	Simmondsia chinensis	1	TAX-3999	yes	3	no	0	3	2	yes	yes	yes	no	no	4	4	0	0	3	resolved_name		
189007	Sinningia cardinalis	1	TAX-189007	yes	2	no	0	2	2	yes	yes	yes	no	no	4	4	0	0	2	resolved_name		
93608	Sinopodophyllum hexandrum	1	TAX-93608	yes	7	no	0	7	4	yes	yes	yes	no	no	10	10	0	0	5	resolved_name		
267265	Solanum aculeatissimum	1	TAX-267265	yes	1	no	0	1	1	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
62890	Solanum habrochaites	5	ORG18C3-1; ORG18C3-2; ORG18C3-3; ORG18C3-4; TAX-62890	yes	17	no	0	17	22	yes	yes	yes	no	no	73	73	0	0	35	resolved_name		
4081	Solanum lycopersicum	1	TAX-4081	yes	97	yes	1	82	102	yes	yes	yes	yes	no	206	215	1	0	123	resolved_name	CPLX-2202; CPLX-5343; CPLX-5401; CPLX-5461; CPLX-5501; CPLX-5502	MONOMER-2523; MONOMER-2524; MONOMER-8843; MONOMER-8921; MONOMER-9042; MONOMER-9081; MONOMER-9082
4111	Solanum melongena	1	TAX-4111	yes	1	no	0	0	1	yes	no	yes	no	no	0	2	0	0	2	resolved_name		
28526	Solanum pennellii	1	TAX-28526	yes	4	no	0	4	5	yes	yes	yes	no	no	12	12	0	0	7	resolved_name		
4113	Solanum tuberosum	1	TAX-4113	yes	123	no	0	78	52	yes	yes	yes	no	no	136	169	0	0	54	resolved_name	CPLX-1622; CPLX-1681; CPLX-1702; CPLX-1703; CPLX-1704; CPLX-1705; CPLX-1706; CPLX-1707; CPLX-1973; CPLX-2223; CPLX-2224; CPLX-6261; CPLX-6982	MONOMER-10663; MONOMER-11770; MONOMER-1821; MONOMER-1865; MONOMER-1866; MONOMER-1881; MONOMER-1882; MONOMER-1883; MONOMER-1884; MONOMER-1885; MONOMER-1886; MONOMER-2234; MONOMER-2541; MONOMER-2542
59297	Solidago canadensis	1	TAX-59297	yes	2	no	0	2	1	yes	yes	yes	no	no	2	2	0	0	1	resolved_name		
49840	Sophora flavescens	1	TAX-49840	yes	4	no	0	2	1	yes	yes	yes	no	no	2	4	0	0	1	resolved_name		
36599	Sorbus aucuparia	1	TAX-36599	yes	7	no	0	6	2	yes	yes	yes	no	no	5	6	0	0	2	resolved_name	CPLX-8546	MONOMER-17615
4558	Sorghum bicolor	1	TAX-4558	yes	17	no	0	15	21	yes	yes	yes	no	no	32	34	0	0	25	resolved_name	CPLX-7005	MONOMER-11834
3562	Spinacia oleracea	1	TAX-3562	yes	45	no	0	14	51	yes	yes	yes	no	no	28	110	0	0	60	resolved_name	CPLX-1543; CPLX-17408; CPLX-2742; CPLX-2743; CPLX-5441; CPLX-6745	MONOMER-11395; MONOMER-17409; MONOMER-1742; MONOMER-3203; MONOMER-3204; MONOMER-9022
29706	Sporobolus alterniflorus	1	TAX-29706	yes	2	no	0	0	1	yes	no	yes	no	no	0	2	0	0	1	resolved_name		
13274	Stellaria media	1	TAX-13274	yes	2	no	0	0	2	yes	no	yes	no	no	0	3	0	0	2	resolved_name		
195802	Sterculia foetida	1	TAX-195802	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
55670	Stevia rebaudiana	1	TAX-55670	yes	5	no	0	3	2	yes	yes	yes	no	no	3	4	0	0	2	resolved_name	CPLX-8498	MONOMER-17482
222567	Strobilanthes cusia	1	TAX-222567	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
13708	Tagetes erecta	1	TAX-13708	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
55843	Tagetes patula	1	TAX-55843	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
118510	Tanacetum cinerariifolium	1	TAX-118510	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
127999	Tanacetum parthenium	1	TAX-127999	yes	3	no	0	3	4	yes	yes	yes	no	no	5	5	0	0	4	resolved_name		
128002	Tanacetum vulgare	1	TAX-128002	yes	3	no	0	0	1	yes	no	yes	no	no	0	3	0	0	1	resolved_name		
46220	Taxus brevifolia	1	TAX-46220	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
29808	Taxus chinensis	1	TAX-29808	yes	3	no	0	2	3	yes	yes	yes	no	no	1	1	0	0	1	resolved_name	CPLX-8496	MONOMER-17467
99806	Taxus cuspidata	1	TAX-99806	yes	12	no	0	9	3	yes	yes	yes	no	no	9	13	0	0	8	resolved_name		
29775	Tellima grandiflora	1	TAX-29775	yes	3	no	0	0	1	yes	no	yes	no	no	0	4	0	0	2	resolved_name	CPLX-7312	MONOMER-13002
47097	Tephrosia vogelii	1	ORG-6123	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
46968	Thalictrum bulgaricum	1	ORG-5986	yes	2	no	0	0	1	yes	no	yes	no	no	0	2	0	0	1	resolved_name		
150094	Thalictrum flavum	1	TAX-150094	yes	2	no	0	1	1	yes	yes	yes	no	no	8	8	0	0	8	resolved_name	CPLX-5002	MONOMER-8422
150095	Thalictrum flavum	1	TAX-150095	yes	1	no	0	1	8	yes	yes	yes	no	no	8	8	0	0	8	resolved_name		
32198	Thunbergia alata	1	TAX-32198	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
4013	Toxicodendron vernicifluum	1	TAX-4013	yes	3	no	0	1	1	yes	yes	yes	no	no	1	3	0	0	1	resolved_name		
3677	Trichosanthes kirilowii	1	TAX-3677	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
60916	Trifolium incarnatum	1	TAX-60916	yes	2	no	0	0	1	yes	no	yes	no	no	0	2	0	0	1	resolved_name		
57577	Trifolium pratense	1	TAX-57577	yes	4	no	0	4	7	yes	yes	yes	no	no	13	13	0	0	7	resolved_name		
55501	Triglochin maritima	1	TAX-55501	yes	4	no	0	2	4	yes	yes	yes	no	no	4	7	0	0	4	resolved_name		
4565	Triticum aestivum	1	TAX-4565	yes	36	no	0	16	51	yes	yes	yes	no	no	34	94	0	0	59	resolved_name	CPLX-1984; CPLX-1985; CPLX-5641; CPLX-7190	MONOMER-12554; MONOMER-2241; MONOMER-2242; MONOMER-9442
37563	Urochloa panicoides	1	TAX-37563	yes	1	no	0	0	3	yes	no	yes	no	no	0	3	0	0	3	resolved_name		
69266	Vaccinium corymbosum	1	TAX-69266	yes	1	no	0	0	1	yes	no	yes	no	no	0	1	0	0	1	resolved_name		
180763	Vaccinium myrtillus	1	TAX-180763	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
51239	Vanilla planifolia	1	TAX-51239	yes	3	no	0	3	2	yes	yes	yes	no	no	4	4	0	0	2	resolved_name		
73154	Vernicia fordii	1	TAX-73154	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
237940	Viburnum furcatum	1	TAX-237940	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
3906	Vicia faba	1	TAX-3906	yes	5	no	0	0	10	yes	no	yes	no	no	0	14	0	0	10	resolved_name	CPLX-5421	MONOMER-8942
3909	Vicia sativa	1	TAX-3909	yes	1	no	0	1	1	yes	yes	yes	no	no	1	1	0	0	1	resolved_name		
3918	Vigna aconitifolia	1	TAX-3918	yes	3	no	0	2	4	yes	yes	yes	no	no	1	6	0	0	6	resolved_name	CPLX-4761	MONOMER-7801
3914	Vigna angularis	1	TAX-3914	yes	2	no	0	2	4	yes	yes	yes	no	no	4	4	0	0	4	resolved_name		
3916	Vigna radiata	1	TAX-3916	yes	13	no	0	0	20	yes	no	yes	no	no	0	21	0	0	13	resolved_name	CPLX-7289; CPLX-7307	MONOMER-12894; MONOMER-12969
103355	Vitis labrusca	1	TAX-103355	yes	1	no	0	1	3	yes	yes	yes	no	no	3	3	0	0	3	resolved_name		
29760	Vitis vinifera	1	TAX-29760	yes	14	no	0	10	20	yes	yes	yes	no	no	17	26	0	0	23	resolved_name	CPLX-6931	
95970	Wachendorfia thyrsiflora	1	TAX-95970	yes	1	no	0	1	2	yes	yes	yes	no	no	2	2	0	0	2	resolved_name		
